weather_date,highest_temp,lowset_temp,weather,wind_direction,air_quality
2017-02-16 周四,23°,14°,晴~多云,无持续风向微风,127 轻度
2017-02-17 周五,22°,9°,多云~小雨,无持续风向微风,155 中度
2017-02-18 周六,17°,8°,多云,无持续风向微风,112 轻度
2017-02-19 周日,23°,13°,多云~阴,无持续风向微风,138 轻度
2017-02-20 周一,23°,9°,多云,无持续风向微风,171 中度
2017-02-21 周二,15°,6°,小雨~中雨,无持续风向微风,74 良
2017-02-22 周三,7°,4°,中雨~小雨,北风3-4级,29 优
2017-02-23 周四,8°,4°,雨夹雪,无持续风向微风,70 良
2017-02-24 周五,8°,4°,阴,无持续风向微风,63 良
2017-02-25 周六,13°,6°,多云,无持续风向微风,71 良
2017-02-26 周日,17°,7°,晴,无持续风向微风,89 良
2017-02-27 周一,19°,9°,晴~多云,无持续风向微风,82 良
2017-02-28 周二,18°,10°,多云~阴,无持续风向微风,81 良
2017-03-01 周三,19°,5°,晴,北风3-4级,102 轻度
2017-03-02 周四,15°,5°,晴,无持续风向微风,72 良
2017-03-03 周五,17°,10°,多云~阴,无持续风向微风,88 良
2017-03-04 周六,16°,11°,阵雨~中雨,无持续风向微风,92 良
2017-03-05 周日,14°,10°,中雨~小雨,无持续风向微风,67 良
2017-03-06 周一,16°,9°,多云~阴,北风3-4级,104 轻度
2017-03-07 周二,17°,9°,多云,无持续风向微风,100 良
2017-03-08 周三,18°,8°,晴,无持续风向微风,105 轻度
2017-03-09 周四,20°,10°,多云~小到中雨,无持续风向微风,94 良
2017-03-10 周五,15°,11°,小雨~阵雨,无持续风向微风,68 良
2017-03-11 周六,17°,12°,阴~阵雨,无持续风向微风,44 优
2017-03-12 周日,15°,12°,中到大雨,无持续风向微风,41 优
2017-03-13 周一,12°,7°,小到中雨~小雨,北风3-4级,36 优
2017-03-14 周二,14°,7°,多云,无持续风向微风,44 优
2017-03-15 周三,13°,8°,小雨,无持续风向微风,50 优
2017-03-16 周四,15°,8°,多云,无持续风向微风,43 优
2017-03-17 周五,13°,10°,小到中雨~中雨,无持续风向微风,53 良
2017-03-18 周六,13°,9°,小到中雨~小雨,无持续风向微风,41 优
2017-03-19 周日,14°,12°,中雨~大雨,无持续风向微风,56 良
2017-03-20 周一,15°,11°,小雨~多云,无持续风向微风,26 优
2017-03-21 周二,16°,10°,阵雨~中到大雨,无持续风向微风,40 优
2017-03-22 周三,13°,10°,中到大雨~阴,无持续风向微风,29 优
2017-03-23 周四,16°,10°,多云~阴,无持续风向微风,39 优
2017-03-24 周五,12°,9°,中雨~小雨,无持续风向微风,35 优
2017-03-25 周六,17°,10°,多云,无持续风向微风,44 优
2017-03-26 周日,19°,11°,晴,无持续风向微风,82 良
2017-03-27 周一,22°,12°,晴~多云,无持续风向微风,108 轻度
2017-03-28 周二,19°,14°,阵雨~阴,无持续风向微风,82 良
2017-03-29 周三,20°,15°,阴~小到中雨,无持续风向微风,42 优
2017-03-30 周四,19°,13°,中到大雨~中雨,无持续风向微风,61 良
2017-03-31 周五,15°,8°,阴~多云,无持续风向微风,41 优
2017-04-01 周六,19°,10°,晴,无持续风向微风,71 良
2017-04-02 周日,22°,13°,晴,无持续风向微风,99 良
2017-04-03 周一,24°,15°,多云,无持续风向微风,90 良
2017-04-04 周二,25°,17°,多云,无持续风向微风,79 良
2017-04-05 周三,26°,21°,阴,无持续风向微风,91 良
2017-04-06 周四,26°,19°,中到大雨~中雨,无持续风向微风,75 良
2017-04-07 周五,25°,18°,多云,无持续风向微风,51 良
2017-04-08 周六,29°,16°,雷阵雨~中到大雨,无持续风向微风,61 良
2017-04-09 周日,21°,12°,中雨~小雨,无持续风向微风,42 优
2017-04-10 周一,13°,11°,小雨,无持续风向微风,24 优
2017-04-11 周二,16°,11°,阴,无持续风向微风,28 优
2017-04-12 周三,17°,12°,多云,无持续风向微风,46 优
2017-04-13 周四,22°,13°,多云~晴,无持续风向微风,82 良
2017-04-14 周五,27°,16°,晴,无持续风向微风,82 良
2017-04-15 周六,29°,20°,多云~阵雨,无持续风向微风,106 轻度
2017-04-16 周日,26°,18°,阵雨~中雨,无持续风向微风,85 良
2017-04-17 周一,26°,17°,多云~晴,无持续风向微风,52 良
2017-04-18 周二,28°,18°,晴,无持续风向微风,72 良
2017-04-19 周三,25°,21°,雷阵雨~中雨,无持续风向微风,95 良
2017-04-20 周四,26°,15°,多云,无持续风向微风,52 良
2017-04-21 周五,18°,12°,小雨~阴,北风3-4级,59 良
2017-04-22 周六,23°,14°,晴,无持续风向微风,61 良
2017-04-23 周日,24°,17°,晴,无持续风向微风,91 良
2017-04-24 周一,27°,18°,晴~阵雨,无持续风向微风,90 良
2017-04-25 周二,22°,19°,中到大雨~小雨,无持续风向微风,70 良
2017-04-26 周三,19°,15°,小雨,无持续风向微风,42 优
2017-04-27 周四,21°,13°,多云~晴,无持续风向微风,55 良
2017-04-28 周五,24°,14°,晴,无持续风向微风,80 良
2017-04-29 周六,26°,16°,晴,无持续风向微风,104 轻度
2017-04-30 周日,29°,19°,晴~阵雨,无持续风向微风,102 轻度
2017-05-01 周一,25°,20°,中雨~小雨,无持续风向微风,77 良
2017-05-02 周二,27°,21°,多云~阴,无持续风向微风,53 良
2017-05-03 周三,28°,19°,雷阵雨~中到大雨,无持续风向微风,68 良
2017-05-04 周四,25°,18°,阴~多云,北风3-4级,36 优
2017-05-05 周五,26°,19°,多云,无持续风向微风,45 优
2017-05-06 周六,27°,19°,多云,无持续风向微风,75 良
2017-05-07 周日,27°,20°,多云~中雨,无持续风向微风,98 良
2017-05-08 周一,24°,18°,小雨~多云,无持续风向微风,44 优
2017-05-09 周二,29°,19°,晴,无持续风向微风,56 良
2017-05-10 周三,31°,21°,晴,无持续风向微风,86 良
2017-05-11 周四,31°,21°,雷阵雨~中到大雨,无持续风向微风,87 良
2017-05-12 周五,26°,18°,阴~多云,无持续风向微风,35 优
2017-05-13 周六,26°,18°,晴~多云,无持续风向微风,58 良
2017-05-14 周日,32°,22°,晴~多云,无持续风向微风,81 良
2017-05-15 周一,26°,20°,阴~多云,无持续风向微风,79 良
2017-05-16 周二,25°,18°,多云,无持续风向微风,74 良
2017-05-17 周三,29°,21°,晴,无持续风向微风,82 良
2017-05-18 周四,31°,22°,晴,无持续风向微风,88 良
2017-05-19 周五,30°,23°,雷阵雨~阴,无持续风向微风,80 良
2017-05-20 周六,31°,23°,多云~晴,无持续风向微风,63 良
2017-05-21 周日,32°,24°,晴~多云,无持续风向微风,71 良
2017-05-22 周一,28°,23°,小到中雨~阵雨,无持续风向微风,71 良
2017-05-23 周二,25°,21°,大雨~阴,无持续风向微风,43 优
2017-05-24 周三,26°,19°,多云,无持续风向微风,30 优
2017-05-25 周四,28°,19°,晴,无持续风向微风,64 良
2017-05-26 周五,30°,21°,晴,无持续风向微风,61 良
2017-05-27 周六,32°,22°,晴,无持续风向微风,91 良
2017-05-28 周日,32°,22°,晴,无持续风向微风,92 良
2017-05-29 周一,33°,23°,晴,无持续风向微风,95 良
2017-05-30 周二,34°,25°,多云,无持续风向微风,90 良
2017-05-31 周三,31°,23°,雷阵雨~中雨,无持续风向微风,90 良
2017-06-01 周四,25°,22°,大到暴雨~阴,无持续风向微风,45 优
2017-06-02 周五,30°,24°,多云,无持续风向微风,41 优
2017-06-03 周六,30°,24°,阵雨~多云,无持续风向微风,42 优
2017-06-04 周日,29°,24°,阵雨~中到大雨,无持续风向微风,30 优
2017-06-05 周一,30°,22°,雷阵雨~大雨,无持续风向微风,26 优
2017-06-06 周二,26°,22°,阵雨~多云,无持续风向微风,29 优
2017-06-07 周三,28°,22°,多云,无持续风向微风,57 良
2017-06-08 周四,31°,24°,多云~晴,无持续风向微风,66 良
2017-06-09 周五,32°,26°,雷阵雨~多云,无持续风向微风,61 良
2017-06-10 周六,32°,24°,雷阵雨~中到大雨,无持续风向微风,39 优
2017-06-11 周日,26°,24°,大到暴雨~小到中雨,无持续风向微风,26 优
2017-06-12 周一,27°,24°,中雨~小到中雨,无持续风向微风,25 优
2017-06-13 周二,26°,22°,阵雨,北风3-4级,26 优
2017-06-14 周三,23°,21°,小到中雨~阵雨,无持续风向微风,28 优
2017-06-15 周四,23°,20°,小到中雨~中雨,无持续风向微风,39 优
2017-06-16 周五,25°,19°,阵雨~阴,无持续风向微风,33 优
2017-06-17 周六,28°,22°,多云,无持续风向微风,50 优
2017-06-18 周日,26°,22°,阴,无持续风向微风,37 优
2017-06-19 周一,27°,24°,阵雨~阴,无持续风向微风,46 优
2017-06-20 周二,30°,23°,多云~阴,无持续风向微风,70 良
2017-06-21 周三,28°,24°,中到大雨~大雨,无持续风向微风,46 优
2017-06-22 周四,30°,24°,阵雨,无持续风向微风,38 优
2017-06-23 周五,28°,25°,中到大雨,无持续风向微风,27 优
2017-06-24 周六,28°,24°,中雨~大到暴雨,无持续风向微风,23 优
2017-06-25 周日,25°,22°,大到暴雨~阵雨,无持续风向微风,22 优
2017-06-26 周一,25°,21°,小雨,无持续风向微风,33 优
2017-06-27 周二,27°,22°,阵雨~中到大雨,无持续风向微风,43 优
2017-06-28 周三,25°,22°,中到大雨,无持续风向微风,37 优
2017-06-29 周四,28°,23°,雷阵雨,无持续风向微风,33 优
2017-06-30 周五,29°,24°,雷阵雨,无持续风向微风,32 优
2017-07-01 周六,28°,23°,中到大雨~中雨,无持续风向微风,29 优
2017-07-02 周日,28°,24°,中雨~阵雨,无持续风向微风,30 优
2017-07-03 周一,30°,24°,雷阵雨,无持续风向微风,23 优
2017-07-04 周二,32°,25°,雷阵雨~多云,无持续风向微风,28 优
2017-07-05 周三,34°,26°,晴~多云,无持续风向微风,39 优
2017-07-06 周四,35°,27°,晴~多云,无持续风向微风,39 优
2017-07-07 周五,34°,27°,晴,无持续风向微风,29 优
2017-07-08 周六,33°,26°,晴~多云,无持续风向微风,32 优
2017-07-09 周日,32°,27°,雷阵雨~中雨,无持续风向微风,30 优
2017-07-10 周一,29°,24°,中雨~小雨,西南风1-2级,30 优
2017-07-11 周二,33°,26°,雷阵雨~晴,无持续风向微风,39 优
2017-07-12 周三,35°,27°,晴,无持续风向微风,58 良
2017-07-13 周四,36°,27°,晴,无持续风向微风,58 良
2017-07-14 周五,35°,27°,晴,无持续风向微风,73 良
2017-07-15 周六,36°,28°,晴,无持续风向微风,62 良
2017-07-16 周日,37°,29°,晴,无持续风向微风,64 良
2017-07-17 周一,36°,28°,晴,无持续风向微风,71 良
2017-07-18 周二,35°,27°,多云,无持续风向微风,40 优
2017-07-19 周三,35°,27°,晴,无持续风向微风,31 优
2017-07-20 周四,36°,28°,晴,无持续风向微风,41 优
2017-07-21 周五,37°,29°,晴,无持续风向微风,54 良
2017-07-22 周六,37°,29°,晴,无持续风向微风,74 良
2017-07-23 周日,39°,30°,晴,无持续风向微风,79 良
2017-07-24 周一,39°,30°,晴,无持续风向微风,77 良
2017-07-25 周二,39°,30°,晴,无持续风向微风,78 良
2017-07-26 周三,39°,30°,晴,无持续风向微风,80 良
2017-07-27 周四,39°,30°,晴,无持续风向微风,80 良
2017-07-28 周五,39°,30°,晴,无持续风向微风,78 良
2017-07-29 周六,38°,29°,晴~多云,无持续风向微风,65 良
2017-07-30 周日,37°,28°,雷阵雨,无持续风向微风,51 良
2017-07-31 周一,32°,27°,中雨,无持续风向微风,25 优
2017-08-01 周二,31°,27°,小到中雨~小雨,无持续风向微风,20 优
2017-08-02 周三,32°,28°,雷阵雨~阴,无持续风向微风,40 优
2017-08-03 周四,34°,28°,雷阵雨~多云,无持续风向微风,43 优
2017-08-04 周五,35°,28°,多云~晴,无持续风向微风,51 良
2017-08-05 周六,36°,28°,晴~多云,无持续风向微风,64 良
2017-08-06 周日,36°,29°,晴,无持续风向微风,55 良
2017-08-07 周一,38°,29°,晴,无持续风向微风,56 良
2017-08-08 周二,36°,28°,多云,无持续风向微风,54 良
2017-08-09 周三,33°,27°,中雨~雷阵雨,无持续风向微风,41 优
2017-08-10 周四,34°,26°,多云~雷阵雨,无持续风向微风,35 优
2017-08-11 周五,32°,27°,中雨~阴,无持续风向微风,38 优
2017-08-12 周六,33°,28°,雷阵雨,无持续风向微风,28 优
2017-08-13 周日,31°,25°,雷阵雨,无持续风向微风,29 优
2017-08-14 周一,31°,25°,中雨~雷阵雨,无持续风向微风,23 优
2017-08-15 周二,31°,25°,雷阵雨,无持续风向微风,27 优
2017-08-16 周三,32°,26°,雷阵雨~小到中雨,无持续风向微风,31 优
2017-08-17 周四,33°,26°,雷阵雨,无持续风向微风,42 优
2017-08-18 周五,34°,25°,多云~晴,无持续风向微风,40 优
2017-08-19 周六,35°,27°,晴,无持续风向微风,58 良
2017-08-20 周日,36°,27°,晴,无持续风向微风,58 良
2017-08-21 周一,35°,28°,雷阵雨~多云,无持续风向微风,36 优
2017-08-22 周二,36°,28°,晴,无持续风向微风,50 优
2017-08-23 周三,35°,28°,晴~多云,无持续风向微风,37 优
2017-08-24 周四,35°,28°,多云,无持续风向微风,29 优
2017-08-25 周五,35°,27°,多云,无持续风向微风,50 优
2017-08-26 周六,33°,27°,雷阵雨~多云,无持续风向微风,37 优
2017-08-27 周日,35°,28°,晴~多云,无持续风向微风,46 优
2017-08-28 周一,36°,28°,晴,无持续风向微风,34 优
2017-08-29 周二,35°,27°,晴,无持续风向微风,48 优
2017-08-30 周三,34°,25°,多云,无持续风向微风,52 良
2017-08-31 周四,32°,25°,多云,无持续风向微风,44 优
2017-09-01 周五,32°,25°,多云,无持续风向微风,57 良
2017-09-02 周六,32°,25°,多云,无持续风向微风,52 良
2017-09-03 周日,33°,25°,晴,无持续风向微风,68 良
2017-09-04 周一,34°,26°,多云,无持续风向微风,74 良
2017-09-05 周二,33°,26°,雷阵雨,无持续风向微风,66 良
2017-09-06 周三,30°,24°,雷阵雨~多云,无持续风向微风,56 良
2017-09-07 周四,31°,24°,多云,无持续风向微风,33 优
2017-09-08 周五,33°,25°,多云~阵雨,无持续风向微风,46 优
2017-09-09 周六,32°,25°,雷阵雨~多云,无持续风向微风,44 优
2017-09-10 周日,33°,23°,雷阵雨~小到中雨,无持续风向微风,40 优
2017-09-11 周一,28°,23°,小到中雨~阴,无持续风向微风,21 优
2017-09-12 周二,27°,23°,多云,无持续风向微风,38 优
2017-09-13 周三,29°,21°,多云~晴,无持续风向微风,47 优
2017-09-14 周四,28°,21°,晴,无持续风向微风,62 良
2017-09-15 周五,29°,22°,晴,无持续风向微风,52 良
2017-09-16 周六,30°,22°,晴,无持续风向微风,57 良
2017-09-17 周日,30°,22°,晴,无持续风向微风,58 良
2017-09-18 周一,32°,24°,晴,无持续风向微风,78 良
2017-09-19 周二,32°,22°,多云~雷阵雨,无持续风向微风,80 良
2017-09-20 周三,27°,21°,小雨,无持续风向微风,37 优
2017-09-21 周四,28°,21°,多云,无持续风向微风,38 优
2017-09-22 周五,30°,23°,阴~多云,无持续风向微风,54 良
2017-09-23 周六,32°,25°,多云,无持续风向微风,55 良
2017-09-24 周日,33°,25°,多云,无持续风向微风,60 良
2017-09-25 周一,35°,27°,晴,无持续风向微风,62 良
2017-09-26 周二,35°,27°,晴,无持续风向微风,49 优
2017-09-27 周三,33°,24°,多云~雷阵雨,无持续风向微风,55 良
2017-09-28 周四,24°,20°,小到中雨~阴,北风3-4级,27 优
2017-09-29 周五,28°,22°,多云,无持续风向微风,35 优
2017-09-30 周六,32°,24°,多云~晴,无持续风向微风,49 优
2017-10-01 周日,35°,25°,晴,无持续风向微风,69 良
2017-10-02 周一,33°,22°,雷阵雨~小雨,无持续风向微风,66 良
2017-10-03 周二,26°,19°,阴,北风3-4级,32 优
2017-10-04 周三,22°,18°,阴,北风3-4级,23 优
2017-10-05 周四,22°,18°,阴~多云,无持续风向微风,27 优
2017-10-06 周五,26°,20°,多云~晴,无持续风向微风,30 优
2017-10-07 周六,30°,22°,晴,无持续风向微风,53 良
2017-10-08 周日,31°,23°,晴,无持续风向微风,72 良
2017-10-09 周一,33°,24°,晴,无持续风向微风,71 良
2017-10-10 周二,34°,20°,晴~多云,无持续风向微风,69 良
2017-10-11 周三,23°,19°,多云~阴,无持续风向微风,44 优
2017-10-12 周四,19°,16°,小雨~阴,无持续风向微风,18 优
2017-10-13 周五,20°,17°,阴,无持续风向微风,30 优
2017-10-14 周六,21°,15°,小雨~小到中雨,无持续风向微风,45 优
2017-10-15 周日,19°,16°,小雨~小到中雨,无持续风向微风,27 优
2017-10-16 周一,17°,16°,小到中雨~阴,无持续风向微风,21 优
2017-10-17 周二,18°,16°,小雨~多云,无持续风向微风,26 优
2017-10-18 周三,20°,16°,多云~阴,无持续风向微风,42 优
2017-10-19 周四,20°,16°,阴~多云,无持续风向微风,36 优
2017-10-20 周五,22°,16°,多云~晴,无持续风向微风,46 优
2017-10-21 周六,23°,14°,晴,无持续风向微风,53 良
2017-10-22 周日,22°,16°,晴~多云,无持续风向微风,84 良
2017-10-23 周一,22°,14°,多云~晴,无持续风向微风,97 良
2017-10-24 周二,22°,14°,晴,无持续风向微风,82 良
2017-10-25 周三,23°,16°,晴~多云,无持续风向微风,59 良
2017-10-26 周四,24°,15°,晴,无持续风向微风,68 良
2017-10-27 周五,24°,16°,晴,无持续风向微风,72 良
2017-10-28 周六,24°,14°,晴,无持续风向微风,90 良
2017-10-29 周日,22°,11°,晴,无持续风向微风,91 良
2017-10-30 周一,18°,10°,晴,无持续风向微风,65 良
2017-10-31 周二,20°,12°,晴,无持续风向微风,76 良
2017-11-01 周三,22°,13°,晴,无持续风向微风,99 良
2017-11-02 周四,24°,14°,晴,无持续风向微风,112 轻度
2017-11-03 周五,25°,12°,晴,无持续风向微风,107 轻度
2017-11-04 周六,19°,9°,晴,无持续风向微风,98 良
2017-11-05 周日,20°,11°,晴,无持续风向微风,64 良
2017-11-06 周一,20°,15°,多云~阴,无持续风向微风,101 轻度
2017-11-07 周二,20°,15°,阴,无持续风向微风,180 中度
2017-11-08 周三,24°,15°,多云~晴,无持续风向微风,164 中度
