weather_date,date,month_day,weekday,weather,highest_temp,lowest_temp,temp_difference,wind_direction,power,direction,air_quality,air_measure,air_degree
2016-08-13 周六,2016-08-13,08-13,周六,晴~多云,36,29,7,无持续风向微风,无持续风向,微风,37 优,37,优
2016-08-14 周日,2016-08-14,08-14,周日,晴,36,29,7,无持续风向微风,无持续风向,微风,34 优,34,优
2016-08-15 周一,2016-08-15,08-15,周一,晴,36,30,6,无持续风向微风,无持续风向,微风,49 优,49,优
2016-08-16 周二,2016-08-16,08-16,周二,晴,37,29,8,无持续风向微风,无持续风向,微风,55 良,55,良
2016-08-17 周三,2016-08-17,08-17,周三,晴,37,29,8,无持续风向微风,无持续风向,微风,63 良,63,良
2016-08-18 周四,2016-08-18,08-18,周四,晴,37,30,7,无持续风向微风,无持续风向,微风,40 优,40,优
2016-08-19 周五,2016-08-19,08-19,周五,晴~多云,37,28,9,无持续风向微风,无持续风向,微风,40 优,40,优
2016-08-20 周六,2016-08-20,08-20,周六,晴~雷阵雨,37,30,7,无持续风向微风,无持续风向,微风,55 良,55,良
2016-08-21 周日,2016-08-21,08-21,周日,雷阵雨~多云,35,28,7,无持续风向微风,无持续风向,微风,48 优,48,优
2016-08-22 周一,2016-08-22,08-22,周一,多云,35,28,7,无持续风向微风,无持续风向,微风,60 良,60,良
2016-08-23 周二,2016-08-23,08-23,周二,晴,35,29,6,无持续风向微风,无持续风向,微风,63 良,63,良
2016-08-24 周三,2016-08-24,08-24,周三,晴,36,29,7,无持续风向微风,无持续风向,微风,60 良,60,良
2016-08-25 周四,2016-08-25,08-25,周四,晴~多云,36,29,7,无持续风向微风,无持续风向,微风,64 良,64,良
2016-08-26 周五,2016-08-26,08-26,周五,晴~多云,36,24,12,无持续风向微风,无持续风向,微风,59 良,59,良
2016-08-27 周六,2016-08-27,08-27,周六,多云,32,24,8,无持续风向微风,无持续风向,微风,44 优,44,优
2016-08-28 周日,2016-08-28,08-28,周日,晴,31,22,9,无持续风向微风,无持续风向,微风,53 良,53,良
2016-08-29 周一,2016-08-29,08-29,周一,晴,31,22,9,无持续风向微风,无持续风向,微风,53 良,53,良
2016-08-30 周二,2016-08-30,08-30,周二,晴~多云,32,24,8,无持续风向微风,无持续风向,微风,63 良,63,良
2016-08-31 周三,2016-08-31,08-31,周三,多云~阵雨,31,23,8,无持续风向微风,无持续风向,微风,77 良,77,良
2016-09-01 周四,2016-09-01,09-01,周四,阵雨,28,23,5,无持续风向微风,无持续风向,微风,51 良,51,良
2016-09-02 周五,2016-09-02,09-02,周五,晴~多云,32,23,9,无持续风向微风,无持续风向,微风,61 良,61,良
2016-09-03 周六,2016-09-03,09-03,周六,多云,32,24,8,无持续风向微风,无持续风向,微风,69 良,69,良
2016-09-04 周日,2016-09-04,09-04,周日,多云,31,25,6,无持续风向微风,无持续风向,微风,60 良,60,良
2016-09-05 周一,2016-09-05,09-05,周一,多云,32,24,8,无持续风向微风,无持续风向,微风,64 良,64,良
2016-09-06 周二,2016-09-06,09-06,周二,阴~阵雨,30,23,7,无持续风向微风,无持续风向,微风,43 优,43,优
2016-09-07 周三,2016-09-07,09-07,周三,多云,30,23,7,无持续风向微风,无持续风向,微风,42 优,42,优
2016-09-08 周四,2016-09-08,09-08,周四,多云,32,24,8,无持续风向微风,无持续风向,微风,61 良,61,良
2016-09-09 周五,2016-09-09,09-09,周五,多云~阵雨,32,23,9,无持续风向微风,无持续风向,微风,94 良,94,良
2016-09-10 周六,2016-09-10,09-10,周六,中雨,28,22,6,无持续风向微风,无持续风向,微风,67 良,67,良
2016-09-11 周日,2016-09-11,09-11,周日,阵雨~多云,27,22,5,无持续风向微风,无持续风向,微风,67 良,67,良
2016-09-12 周一,2016-09-12,09-12,周一,多云~晴,30,23,7,无持续风向微风,无持续风向,微风,37 优,37,优
2016-09-13 周二,2016-09-13,09-13,周二,晴,30,22,8,无持续风向微风,无持续风向,微风,58 良,58,良
2016-09-14 周三,2016-09-14,09-14,周三,晴~多云,31,24,7,无持续风向微风,无持续风向,微风,54 良,54,良
2016-09-15 周四,2016-09-15,09-15,周四,阵雨~大雨,28,23,5,无持续风向微风,无持续风向,微风,45 优,45,优
2016-09-16 周五,2016-09-16,09-16,周五,阴~多云,28,22,6,无持续风向微风,无持续风向,微风,27 优,27,优
2016-09-17 周六,2016-09-17,09-17,周六,多云,29,22,7,无持续风向微风,无持续风向,微风,31 优,31,优
2016-09-18 周日,2016-09-18,09-18,周日,多云,29,22,7,无持续风向微风,无持续风向,微风,47 优,47,优
2016-09-19 周一,2016-09-19,09-19,周一,晴,27,20,7,无持续风向微风,无持续风向,微风,68 良,68,良
2016-09-20 周二,2016-09-20,09-20,周二,晴,27,20,7,无持续风向微风,无持续风向,微风,59 良,59,良
2016-09-21 周三,2016-09-21,09-21,周三,多云,27,19,8,无持续风向微风,无持续风向,微风,66 良,66,良
2016-09-22 周四,2016-09-22,09-22,周四,晴,29,20,9,无持续风向微风,无持续风向,微风,78 良,78,良
2016-09-23 周五,2016-09-23,09-23,周五,晴~多云,30,22,8,无持续风向微风,无持续风向,微风,96 良,96,良
2016-09-24 周六,2016-09-24,09-24,周六,多云~晴,31,23,8,无持续风向微风,无持续风向,微风,109 轻度,109,轻度
2016-09-25 周日,2016-09-25,09-25,周日,晴,34,25,9,无持续风向微风,无持续风向,微风,108 轻度,108,轻度
2016-09-26 周一,2016-09-26,09-26,周一,晴,34,24,10,无持续风向微风,无持续风向,微风,90 良,90,良
2016-09-27 周二,2016-09-27,09-27,周二,晴~多云,34,26,8,无持续风向微风,无持续风向,微风,84 良,84,良
2016-09-28 周三,2016-09-28,09-28,周三,中雨~大雨,29,20,9,无持续风向微风,无持续风向,微风,69 良,69,良
2016-09-29 周四,2016-09-29,09-29,周四,中到大雨~小到中雨,23,20,3,无持续风向微风,无持续风向,微风,24 优,24,优
2016-09-30 周五,2016-09-30,09-30,周五,阴,24,19,5,无持续风向微风,无持续风向,微风,24 优,24,优
2016-10-01 周六,2016-10-01,10-01,周六,阴~阵雨,22,22,0,无持续风向微风,无持续风向,微风,42 优,42,优
2016-10-02 周日,2016-10-02,10-02,周日,多云,27,22,5,无持续风向微风,无持续风向,微风,63 良,63,良
2016-10-03 周一,2016-10-03,10-03,周一,多云,27,21,6,无持续风向微风,无持续风向,微风,32 优,32,优
2016-10-04 周二,2016-10-04,10-04,周二,多云~晴,28,22,6,无持续风向微风,无持续风向,微风,48 优,48,优
2016-10-05 周三,2016-10-05,10-05,周三,多云~阴,28,22,6,无持续风向微风,无持续风向,微风,63 良,63,良
2016-10-06 周四,2016-10-06,10-06,周四,多云~阴,26,21,5,无持续风向微风,无持续风向,微风,75 良,75,良
2016-10-07 周五,2016-10-07,10-07,周五,阴,27,21,6,无持续风向微风,无持续风向,微风,43 优,43,优
2016-10-08 周六,2016-10-08,10-08,周六,阴~多云,25,18,7,无持续风向微风,无持续风向,微风,49 优,49,优
2016-10-09 周日,2016-10-09,10-09,周日,晴,23,17,6,无持续风向微风,无持续风向,微风,61 良,61,良
2016-10-10 周一,2016-10-10,10-10,周一,晴,23,17,6,无持续风向微风,无持续风向,微风,51 良,51,良
2016-10-11 周二,2016-10-11,10-11,周二,晴~多云,25,19,6,无持续风向微风,无持续风向,微风,55 良,55,良
2016-10-12 周三,2016-10-12,10-12,周三,阴,22,19,3,无持续风向微风,无持续风向,微风,59 良,59,良
2016-10-13 周四,2016-10-13,10-13,周四,阴,23,18,5,无持续风向微风,无持续风向,微风,60 良,60,良
2016-10-14 周五,2016-10-14,10-14,周五,多云,24,19,5,无持续风向微风,无持续风向,微风,72 良,72,良
2016-10-15 周六,2016-10-15,10-15,周六,晴,27,20,7,无持续风向微风,无持续风向,微风,69 良,69,良
2016-10-16 周日,2016-10-16,10-16,周日,多云,27,20,7,无持续风向微风,无持续风向,微风,78 良,78,良
2016-10-17 周一,2016-10-17,10-17,周一,多云,25,21,4,无持续风向微风,无持续风向,微风,64 良,64,良
2016-10-18 周二,2016-10-18,10-18,周二,阴,26,21,5,无持续风向微风,无持续风向,微风,72 良,72,良
2016-10-19 周三,2016-10-19,10-19,周三,阵雨~阴,24,21,3,无持续风向微风,无持续风向,微风,71 良,71,良
2016-10-20 周四,2016-10-20,10-20,周四,多云,27,22,5,无持续风向微风,无持续风向,微风,42 优,42,优
2016-10-21 周五,2016-10-21,10-21,周五,阵雨~小到中雨,28,20,8,无持续风向微风,无持续风向,微风,52 良,52,良
2016-10-22 周六,2016-10-22,10-22,周六,中到大雨~阵雨,23,19,4,无持续风向微风,无持续风向,微风,25 优,25,优
2016-10-23 周日,2016-10-23,10-23,周日,阴~多云,22,19,3,无持续风向微风,无持续风向,微风,32 优,32,优
2016-10-24 周一,2016-10-24,10-24,周一,多云~阵雨,25,19,6,无持续风向微风,无持续风向,微风,47 优,47,优
2016-10-25 周二,2016-10-25,10-25,周二,阴~多云,24,21,3,无持续风向微风,无持续风向,微风,46 优,46,优
2016-10-26 周三,2016-10-26,10-26,周三,多云,27,20,7,无持续风向微风,无持续风向,微风,64 良,64,良
2016-10-27 周四,2016-10-27,10-27,周四,晴~多云,28,17,11,无持续风向微风,无持续风向,微风,55 良,55,良
2016-10-28 周五,2016-10-28,10-28,周五,阴,19,14,5,无持续风向微风,无持续风向,微风,41 优,41,优
2016-10-29 周六,2016-10-29,10-29,周六,阴,14,12,2,北风3-4级,北风,3-4级,25 优,25,优
2016-10-30 周日,2016-10-30,10-30,周日,阴,17,13,4,无持续风向微风,无持续风向,微风,36 优,36,优
2016-10-31 周一,2016-10-31,10-31,周一,小雨~阴,15,12,3,无持续风向微风,无持续风向,微风,40 优,40,优
2016-11-01 周二,2016-11-01,11-01,周二,多云,16,12,4,无持续风向微风,无持续风向,微风,30 优,30,优
2016-11-02 周三,2016-11-02,11-02,周三,多云~晴,19,11,8,无持续风向微风,无持续风向,微风,43 优,43,优
2016-11-03 周四,2016-11-03,11-03,周四,晴,21,12,9,无持续风向微风,无持续风向,微风,55 良,55,良
2016-11-04 周五,2016-11-04,11-04,周五,晴,21,12,9,无持续风向微风,无持续风向,微风,89 良,89,良
2016-11-05 周六,2016-11-05,11-05,周六,晴,24,13,11,无持续风向微风,无持续风向,微风,131 轻度,131,轻度
2016-11-06 周日,2016-11-06,11-06,周日,晴~多云,26,16,10,无持续风向微风,无持续风向,微风,116 轻度,116,轻度
2016-11-07 周一,2016-11-07,11-07,周一,中雨~小雨,19,13,6,无持续风向微风,无持续风向,微风,109 轻度,109,轻度
2016-11-08 周二,2016-11-08,11-08,周二,阵雨,13,11,2,北风3-4级,北风,3-4级,28 优,28,优
2016-11-09 周三,2016-11-09,11-09,周三,小雨~阴,10,7,3,北风3-4级,北风,3-4级,47 优,47,优
2016-11-10 周四,2016-11-10,11-10,周四,多云~晴,16,8,8,无持续风向微风,无持续风向,微风,45 优,45,优
2016-11-11 周五,2016-11-11,11-11,周五,晴~阴,18,9,9,无持续风向微风,无持续风向,微风,60 良,60,良
2016-11-12 周六,2016-11-12,11-12,周六,阴,18,13,5,无持续风向微风,无持续风向,微风,73 良,73,良
2016-11-13 周日,2016-11-13,11-13,周日,小雨,17,14,3,无持续风向微风,无持续风向,微风,30 优,30,优
2016-11-14 周一,2016-11-14,11-14,周一,小雨,17,15,2,无持续风向微风,无持续风向,微风,37 优,37,优
2016-11-15 周二,2016-11-15,11-15,周二,阴,20,16,4,无持续风向微风,无持续风向,微风,91 良,91,良
2016-11-16 周三,2016-11-16,11-16,周三,阴~多云,20,17,3,无持续风向微风,无持续风向,微风,97 良,97,良
2016-11-17 周四,2016-11-17,11-17,周四,阴~多云,21,17,4,无持续风向微风,无持续风向,微风,83 良,83,良
2016-11-18 周五,2016-11-18,11-18,周五,多云~阴,24,18,6,无持续风向微风,无持续风向,微风,73 良,73,良
2016-11-19 周六,2016-11-19,11-19,周六,多云~阵雨,24,18,6,无持续风向微风,无持续风向,微风,82 良,82,良
2016-11-20 周日,2016-11-20,11-20,周日,阴~阵雨,22,18,4,无持续风向微风,无持续风向,微风,59 良,59,良
2016-11-21 周一,2016-11-21,11-21,周一,雾~多云,23,16,7,无持续风向微风,无持续风向,微风,61 良,61,良
2016-11-22 周二,2016-11-22,11-22,周二,阵雨~小雨,18,6,12,无持续风向微风,无持续风向,微风,36 优,36,优
2016-11-23 周三,2016-11-23,11-23,周三,小雨~阴,6,4,2,北风4-5级,北风,4-5级,16 优,16,优
2016-11-24 周四,2016-11-24,11-24,周四,阴,7,3,4,北风3-4级,北风,3-4级,29 优,29,优
2016-11-25 周五,2016-11-25,11-25,周五,阴~小雨,8,5,3,无持续风向微风,无持续风向,微风,55 良,55,良
2016-11-26 周六,2016-11-26,11-26,周六,多云~晴,11,5,6,无持续风向微风,无持续风向,微风,52 良,52,良
2016-11-27 周日,2016-11-27,11-27,周日,晴,14,6,8,无持续风向微风,无持续风向,微风,69 良,69,良
2016-11-28 周一,2016-11-28,11-28,周一,晴,14,6,8,无持续风向微风,无持续风向,微风,79 良,79,良
2016-11-29 周二,2016-11-29,11-29,周二,多云,15,7,8,无持续风向微风,无持续风向,微风,96 良,96,良
2016-11-30 周三,2016-11-30,11-30,周三,多云~晴,14,7,7,无持续风向微风,无持续风向,微风,96 良,96,良
2016-12-01 周四,2016-12-01,12-01,周四,晴,16,8,8,无持续风向微风,无持续风向,微风,92 良,92,良
2016-12-02 周五,2016-12-02,12-02,周五,晴,15,8,7,无持续风向微风,无持续风向,微风,94 良,94,良
2016-12-03 周六,2016-12-03,12-03,周六,多云~晴,16,9,7,无持续风向微风,无持续风向,微风,140 轻度,140,轻度
2016-12-04 周日,2016-12-04,12-04,周日,晴,17,8,9,无持续风向微风,无持续风向,微风,158 中度,158,中度
2016-12-05 周一,2016-12-05,12-05,周一,晴~多云,19,6,13,无持续风向微风,无持续风向,微风,177 中度,177,中度
2016-12-06 周二,2016-12-06,12-06,周二,多云~晴,14,6,8,无持续风向3-4级,无持续风向,3-4级,194 中度,194,中度
2016-12-07 周三,2016-12-07,12-07,周三,晴,15,7,8,无持续风向微风,无持续风向,微风,221 重度,221,重度
2016-12-08 周四,2016-12-08,12-08,周四,晴~雾,17,7,10,无持续风向微风,无持续风向,微风,218 重度,218,重度
2016-12-09 周五,2016-12-09,12-09,周五,晴,17,8,9,无持续风向微风,无持续风向,微风,178 中度,178,中度
2016-12-10 周六,2016-12-10,12-10,周六,晴,15,7,8,无持续风向微风,无持续风向,微风,130 轻度,130,轻度
2016-12-11 周日,2016-12-11,12-11,周日,多云,16,8,8,无持续风向微风,无持续风向,微风,93 良,93,良
2016-12-12 周一,2016-12-12,12-12,周一,小雨,15,10,5,无持续风向微风,无持续风向,微风,142 轻度,142,轻度
2016-12-13 周二,2016-12-13,12-13,周二,阴,14,8,6,北风3-4级,北风,3-4级,68 良,68,良
2016-12-14 周三,2016-12-14,12-14,周三,多云~晴,10,4,6,北风3-4级,北风,3-4级,62 良,62,良
2016-12-15 周四,2016-12-15,12-15,周四,晴,10,3,7,无持续风向微风,无持续风向,微风,51 良,51,良
2016-12-16 周五,2016-12-16,12-16,周五,晴,11,3,8,无持续风向微风,无持续风向,微风,84 良,84,良
2016-12-17 周六,2016-12-17,12-17,周六,晴,13,5,8,无持续风向微风,无持续风向,微风,109 轻度,109,轻度
2016-12-18 周日,2016-12-18,12-18,周日,多云,18,10,8,无持续风向微风,无持续风向,微风,106 轻度,106,轻度
2016-12-19 周一,2016-12-19,12-19,周一,小到中雨,14,11,3,无持续风向微风,无持续风向,微风,87 良,87,良
2016-12-20 周二,2016-12-20,12-20,周二,小到中雨~小雨,16,11,5,无持续风向微风,无持续风向,微风,83 良,83,良
2016-12-21 周三,2016-12-21,12-21,周三,中雨~阴,14,7,7,无持续风向微风,无持续风向,微风,73 良,73,良
2016-12-22 周四,2016-12-22,12-22,周四,晴,15,5,10,无持续风向微风,无持续风向,微风,66 良,66,良
2016-12-23 周五,2016-12-23,12-23,周五,晴~多云,15,8,7,无持续风向微风,无持续风向,微风,88 良,88,良
2016-12-24 周六,2016-12-24,12-24,周六,阴,12,10,2,无持续风向微风,无持续风向,微风,79 良,79,良
2016-12-25 周日,2016-12-25,12-25,周日,阵雨~小雨,13,8,5,无持续风向微风,无持续风向,微风,73 良,73,良
2016-12-26 周一,2016-12-26,12-26,周一,小雨~阴,8,6,2,北风3-4级,北风,3-4级,22 优,22,优
2016-12-27 周二,2016-12-27,12-27,周二,多云~晴,9,2,7,无持续风向微风,无持续风向,微风,50 优,50,优
2016-12-28 周三,2016-12-28,12-28,周三,晴,9,2,7,无持续风向微风,无持续风向,微风,80 良,80,良
2016-12-29 周四,2016-12-29,12-29,周四,晴,10,3,7,无持续风向微风,无持续风向,微风,62 良,62,良
2016-12-30 周五,2016-12-30,12-30,周五,晴,11,3,8,无持续风向微风,无持续风向,微风,85 良,85,良
2016-12-31 周六,2016-12-31,12-31,周六,晴,13,5,8,无持续风向微风,无持续风向,微风,94 良,94,良
2017-01-01 周日,2017-01-01,01-01,周日,晴~多云,16,7,9,无持续风向微风,无持续风向,微风,130 轻度,130,轻度
2017-01-02 周一,2017-01-02,01-02,周一,多云,17,10,7,无持续风向微风,无持续风向,微风,134 轻度,134,轻度
2017-01-03 周二,2017-01-03,01-03,周二,多云,17,12,5,无持续风向微风,无持续风向,微风,175 中度,175,中度
2017-01-04 周三,2017-01-04,01-04,周三,多云~阴,19,13,6,无持续风向微风,无持续风向,微风,213 重度,213,重度
2017-01-05 周四,2017-01-05,01-05,周四,阵雨,17,11,6,无持续风向微风,无持续风向,微风,179 中度,179,中度
2017-01-06 周五,2017-01-06,01-06,周五,小雨,13,10,3,无持续风向微风,无持续风向,微风,29 优,29,优
2017-01-07 周六,2017-01-07,01-07,周六,中雨~阴,10,7,3,无持续风向微风,无持续风向,微风,18 优,18,优
2017-01-08 周日,2017-01-08,01-08,周日,多云~晴,13,6,7,无持续风向微风,无持续风向,微风,29 优,29,优
2017-01-09 周一,2017-01-09,01-09,周一,晴~多云,12,6,6,无持续风向微风,无持续风向,微风,80 良,80,良
2017-01-10 周二,2017-01-10,01-10,周二,多云~阴,10,7,3,无持续风向微风,无持续风向,微风,112 轻度,112,轻度
2017-01-11 周三,2017-01-11,01-11,周三,小雨~小到中雨,8,5,3,无持续风向微风,无持续风向,微风,104 轻度,104,轻度
2017-01-12 周四,2017-01-12,01-12,周四,小雨~阴,7,6,1,无持续风向微风,无持续风向,微风,66 良,66,良
2017-01-13 周五,2017-01-13,01-13,周五,多云~阴,11,6,5,无持续风向微风,无持续风向,微风,65 良,65,良
2017-01-14 周六,2017-01-14,01-14,周六,多云,10,5,5,无持续风向微风,无持续风向,微风,97 良,97,良
